LOCATION,LAT,LON,Rpt Dist No
900 E  8TH                          ST,34.036,-118.2461,1307
10000    MELINDA                      WY,34.2528,-118.5282,1755
W  AVENUE 45,34.0962,-118.2079,1148
12500    MARTHA                       ST,34.1731,-118.4094,1531
JUMILLA,34.2314,-118.5634,1782
1900    SANTA ANA BL,33.9376,-118.2385,1849
5400    BOTHWELL                     RD,34.1691,-118.5612,1061
10600    OLIVE GROVE                  AV,34.2602,-118.3281,1636
S  ORCHARD                      AV,33.8996,-118.2876,1871
9200    MASON                        AV,34.2375,-118.5798,1771
6300    ESTRELLA                     AV,33.9806,-118.2849,1249
5900    EBEY                         AV,34.1042,-118.1831,406
5400    KATHERINE                    AV,34.1685,-118.4433,943
23200    OSTRONIC                     DR,34.1628,-118.6345,2173
N  CORONADO,34.0767,-118.2707,205
1700 E  22ND                         ST,34.0165,-118.2396,1327
10600    BATON ROUGE                  AV,34.2626,-118.5541,1727
LIVONIA                      AV,34.0313,-118.3918,898
13900    FENTON                       AV,34.3247,-118.4392,1904
4100    BEMIS                        ST,34.1343,-118.269,1102
13200    KISMET                       AV,34.311,-118.4206,1908
4800    BONVUE                       AV,34.1139,-118.2962,1141
7500    MELVIN                       AV,34.2072,-118.5596,1011
3500    7TH                          AV,34.0237,-118.3248,354
2800 W  BROADWAY,34.1442,-118.218,1105
11100    COLLETT                      AV,34.2728,-118.4836,1718
1600    COUNCIL                      ST,34.0657,-118.2631,237
AVIATIONPLATFORM,33.9317,-118.3741,1499
4100    BENEDICT CANYON              DR,34.1452,-118.4318,989
6400    RANCHITO                     AV,34.1867,-118.4356,926
3100    GLENHURST                    AV,34.1102,-118.2557,1133
1700    VISTA DEL MAR                ST,34.1028,-118.3239,637
7800    BLERIOT                      AV,33.9666,-118.3914,1477
14600    ALBERS                       ST,34.1703,-118.4509,952
11000    CULVER                       BL,33.9957,-118.4176,1456
7500    COLLETT                      AV,34.2066,-118.4825,1018
7600    ENCINO                       AV,34.2084,-118.5143,1006
700 W  85TH                         ST,33.9611,-118.2839,1267
1400    QUINTERO                     ST,34.0759,-118.2518,1184
1800 S  OGDEN                        DR,34.0412,-118.3676,782
16500    SATICOY                      ST,34.2084,-118.4925,1008
9400    ARLETA                       AV,34.2411,-118.4251,1969
9400    TOPANGA CANYON               BL,34.2408,-118.6061,1761
2800    CINCINATTI                   ST,34.0469,-118.2032,457
2100    MERTON                       AV,34.1381,-118.2137,1115
4000    DON IBARRA                   PL,34.0077,-118.3454,391
5800    MAMMOTH                      AV,34.1758,-118.4323,946
ALVARADO                     TR,34.0444,-118.2827,291
VIA SALERNO,34.2137,-118.3394,1677
00    28TH                         PL,33.9807,-118.4676,1441
MILLMARK GROVE,33.7592,-118.3001,521
VALMONT                      AV,34.2523,-118.2947,1668
7700    OAKWOOD                      AV,34.0782,-118.3584,713
4400    LINDBLADE                    DR,33.9952,-118.4211,1456
6900    SAINT ESTABAN                ST,34.2428,-118.2937,1668
7800    ELLENBOGEN                   ST,34.2717,-118.3049,1618
1100    STONE CANYON                 RD,34.0939,-118.4486,806
17700    PARTHENIA                    ST,34.2375,-118.5227,1787
7300 S  ST ANDREWS                   PL,33.9709,-118.3112,1253
3900    STANSBURY                    AV,34.1415,-118.4424,994
1400 E  16TH                         ST,34.0245,-118.2452,1317
12900    LA MAIDA                     ST,34.1586,-118.416,969
1300 S  DECOTAH                      ST,34.0245,-118.2143,489
1800    HI POINT                     ST,34.0418,-118.372,782
21800    MARILLA                      ST,34.2476,-118.6044,1761
1500    253RD                        ST,33.7947,-118.3043,511
6400    COMMODORE SLOAT,34.0607,-118.3689,742
300    BAY VIEW                     AV,33.7727,-118.2697,525
2200    PANORAMA                     TR,34.1001,-118.2704,1144
1600 N  GENESEE                      AV,34.0999,-118.3583,642
16100 S  HOOVER                       ST,33.8844,-118.2872,1881
300 E  87TH                         PL,33.9581,-118.2695,1803
15500    SANDRA                       LN,34.3066,-118.4722,1921
4700    ZELZAH                       AV,34.1554,-118.5229,1094
2800    FUTURE                       ST,34.0989,-118.2331,1147
HYATT,33.7867,-118.2543,517
1500    LAUREL CANYON                BL,34.098,-118.3651,632
6100 W  3RD                          ST,34.0704,-118.3532,734
4300    PRICE                        ST,34.1091,-118.2842,1143
8700    CANTALOUPE                   AV,34.228,-118.4373,1987
2600    REPPERT                      CT,34.1188,-118.3674,622
600    MCDONALD                     AV,33.7766,-118.2713,522
9300    CANOGA                       AV,34.2391,-118.5976,1761
2700    EDWIN                        PL,34.1215,-118.3899,621
900    POPPY                        ST,34.1313,-118.1871,1119
10500    ADDISON                      ST,34.1613,-118.3604,1559
17100    MIDWOOD                      DR,34.2864,-118.5058,1716
9900    GLENCREST CIR,34.2137,-118.3477,1677
7500    GAVIOTA                      AV,34.2066,-118.4815,1018
1700    BRIDGE                       ST,34.0519,-118.2166,453
4200    GOODLAND                     AV,34.1469,-118.4115,1581
2500 W  22ND                         ST,34.0364,-118.3062,316
1900 N  CHEROKEE                     AV,34.1042,-118.3348,636
8500    GLORIA                       AV,34.2247,-118.4809,1799
N  CROFT                        AV,34.0888,-118.3742,701
500    SALERNO                      DR,34.0436,-118.5467,811
3500    WINSLOW                      DR,34.0876,-118.2783,204
DELL,33.9843,-118.4643,1441
3300    CARDIFF                      AV,34.031,-118.3981,897
1000 E  18TH                         ST,34.0262,-118.2518,1313
4400    COLDWATER CANYON             BL,34.1536,-118.4181,979
200 S  TOLUCA                       ST,0.0,0.0,237
1400 N  AVENUE 49,34.1219,-118.209,1125
2100    ROME                         DR,34.1066,-118.2276,1135
5000    ABBEYVILLE                   AV,34.1601,-118.6325,2183
12000    OHIO                         AV,34.0408,-118.4621,851
11000    VANDA                        WY,34.2546,-118.3717,1655
1600    COURTNEY                     AV,34.1004,-118.3572,642
10000    GLADE                        AV,34.2515,-118.6085,1751
11900    MARIPOSA BAY                 LN,34.2869,-118.5689,1701
1600 S  CANFIELD                     AV,34.05,-118.3896,857
TRIBUNE,34.2673,-118.5088,1735
600    SUNNYHILL                    DR,34.1064,-118.2094,1148
22200    DE LA OSO                    ST,34.1592,-118.6108,2185
1400 S  BEVELY GLEN                  BL,34.0632,-118.4237,829
00    BROOKS                       CT,33.9907,-118.4761,1412
10200    ANDASOL                      AV,34.2554,-118.5133,1756
BROAD                        WY,33.7801,-118.2612,529
6000    COSTELLO                     AV,34.1808,-118.4378,937
22000    CRESPI                       ST,34.1652,-118.6082,2185
5800    PIEDMONT                     AV,34.1114,-118.1928,1118
W  ORANGE                       DR,34.0478,-118.347,765
3700    PORTOLA                      AV,34.0852,-118.1739,426
2100    HANCOCK                      ST,34.0689,-118.209,422
3500    GRAYSBY                      AV,33.7198,-118.3213,581
20700    HORACE                       ST,34.2672,-118.5853,1723
500 S  IRVING                       BL,34.0635,-118.3185,2021
10000    FULLBRIGHT                   AV,34.2522,-118.5779,1753
11900    TENNESSEE                    PL,34.0301,-118.451,881
1600    LAUREL CANYON                BL,34.0998,-118.3653,632
BLOCK                        PL,34.073,-118.1703,439
MINER                        ST,33.7257,-118.2766,569
N  29TH                         ST,34.0292,-118.298,326
2300 S  SYCAMORE                     AV,34.0348,-118.3532,784
700 S  SAINT LOUIS                  ST,0.0,0.0,473
207TH                        ST,33.8429,-118.3066,504
7400    GRAYSTONE                    DR,34.2068,-118.6554,2111
6400    GOODLAND                     AV,34.1869,-118.4117,1523
3600    RUTHLEN                      ST,34.0219,-118.3133,355
7800    HILLROSE                     ST,34.2633,-118.3049,1637
200 N  MOTT                         ST,34.0432,-118.2054,466
ESTRADA                      ST,34.0248,-118.1956,479
4300    MARINA CITY                  DR,33.9843,-118.4643,1441
7200    COLDWATER CANYON             AV,34.2037,-118.421,1511
23500    CANDLEWOOD                   WY,34.2018,-118.6393,2132
2600    ASTRAL                       DR,34.1173,-118.3569,622
21400    IBANEZ                       AV,34.1563,-118.5978,2196
5500 W  4TH                          ST,34.0669,-118.3408,737
5000    LOUISE                       AV,34.1608,-118.5098,1067
MICHAEL                      ST,34.2153,-118.4409,1998
19200    FRANKFORT                    ST,34.221,-118.5511,1793
200 N  GLENROY                      PL,34.0759,-118.4602,805
TROON                        AV,34.0381,-118.415,885
19300    LEMAY                        ST,34.1914,-118.5578,1021
CURSON                       ST,34.0837,-118.3553,702
1400 S  CLARENCE                     ST,34.0363,-118.2223,471
8800    RAYFORD                      DR,33.957,-118.4224,1483
ROSEMARY                     DR,34.1337,-118.2076,1115
800    SEWARD                       ST,34.0838,-118.3388,706
10800    CANTLAY                      ST,34.2022,-118.3671,1509
200 W  87TH PL,33.9579,-118.2774,1802
2400 S  HALM                         AV,34.0379,-118.3828,898
1400 N  BEVERLY                      DR,34.096,-118.4146,809
100 W  DENNI                        ST,33.7847,-118.2635,516
RAMSGATE                     PL,33.9743,-118.3735,1469
1200 E  47TH                         PL,34.0005,-118.2538,1364
S  ST LOUIS                     ST,34.0376,-118.2166,473
700 N  FARING                       RD,34.0891,-118.4352,806
KENTUCKY                     DR,34.1339,-118.3744,1596
19200    CALAHAN                      ST,34.2365,-118.5522,1783
23400    BATEY                        AV,33.8109,-118.2996,508
7600    AIRPORT                      BL,33.9714,-118.3887,1467
2400    PATRICIA                     AV,34.0448,-118.4187,885
8300    GRAND VIEW                   DR,34.1034,-118.3733,632
ODESSA                       ST,34.1866,-118.4902,1008
3700    PRIMAVERA                    AV,34.1074,-118.2192,1147
6300    LINDLEY                      AV,34.1839,-118.5273,1034
00000    LANKERSHIM AND MAGNOLIA,34.1589,-118.3742,1555
24800    PRESIDENT                    AV,33.7987,-118.3041,509
2700    ARMACOST                     AV,34.0229,-118.4441,1401
2100    MICHELTORENA                 ST,34.0983,-118.2698,1144
8500    TILDEN                       AV,34.2248,-118.4468,1985
9900 S  CENTRAL                      AV,33.9464,-118.2541,1824
22500    LASSEN                       ST,34.2534,-118.6072,1751
4400    CORINGA                      DR,34.1256,-118.2048,1117
KENDRA                       CT,34.1085,-118.3334,635
6700    HESPERIA                     AV,34.1917,-118.5262,1035
16900    OAK VIEW                     DR,34.153,-118.5017,1088
2200 E  SANTA ANA                    BL,33.9359,-118.2347,1849
16600    LOS ALIMOS                   ST,34.2656,-118.4941,1737
7800    SATSUMA                      AV,34.2121,-118.367,1687
1300    BELFAST                      DR,34.0953,-118.3829,632
8700    MCKINLEY                     AV,0.0,0.0,1804
2800 W  67TH                         ST,33.9782,-118.3236,1252
LEADWELL                     AV,34.2039,-118.4501,905
9300    CONOVER                      ST,34.2735,-118.3382,1617
14200    WEDDINGTON                   ST,34.1667,-118.4422,955
3500    LOOSMORE                     ST,34.0958,-118.2229,1158
11700    CHANDLER                     BL,34.1684,-118.3944,1545
16700    VIA PACIFICA,34.0758,-118.5473,801
2000 N  BEVERLY                      DR,34.1075,-118.418,808
12900    NEWTON                       ST,34.2996,-118.4145,1907
2100 S  LELAND                       ST,33.7243,-118.3013,585
17600 S  FIGUEROA                     ST,33.8717,-118.2817,501
900 N  MANSFIELD                    AV,34.0871,-118.3406,663
10500    BLYTHE                       AV,34.0425,-118.4199,885
18800    ROSITA                       ST,34.1545,-118.542,1083
7500    IRVINE                       AV,34.2066,-118.3856,1505
CONFIDENTIAL,33.9363,-118.2426,1837
TRACTION,34.0462,-118.2371,139
23100    SARATOGA                     WY,34.2033,-118.6313,2133
15900    DEVONSHIRE                   ST,34.2574,-118.481,1759
1900 N  ALVARADO                     ST,34.0884,-118.2569,1173
500 E  HARRY BRIDGES                BL,33.7716,-118.2569,529
2600 W  67TH                         ST,33.9818,-118.3221,1242
HEMMINGWAY                   ST,34.2134,-118.5197,1005
9100    BALCOM                       AV,34.2369,-118.5216,1787
OUTPOST                      CI,34.0987,-118.3337,646
10300    OMELVENY                     AV,34.2576,-118.4265,1641
11000    KLING                        ST,34.1556,-118.3706,1555
9400    AMBOY                        AV,34.2409,-118.4103,1663
7000    ORION                        AV,34.1975,-118.4706,911
27900 S  WESTERN                      AV,33.7657,-118.3108,521
1500    ESTUDILLO                    AV,34.0142,-118.2019,499
3100    CORDA                        DR,34.1288,-118.4882,804
7100    FOREST HILLS                 RD,34.198,-118.6402,2132
6500    ARIZONA                      AV,33.9809,-118.396,1466
7900    VICKY                        AV,34.2137,-118.6195,2113
10300    GRAHAM                       AV,33.9431,-118.2425,1837
N  BONNIE BRAE,34.0758,-118.2627,217
900 S  STANLEY                      AV,34.0592,-118.3573,743
5500    MONTEREY                     RD,34.1013,-118.1872,404
400    CROCKER                      ST,34.0446,-118.2418,148
20600    WALNUT                       CI,34.2943,-118.5827,1701
5800    JELLICO                      AV,34.1767,-118.5175,1047
